1064,Bernice,Ethersey,4017953849584233,3552074631694974
1065,Helge,von Hagt,5100149311687530,6762373526924844394
1066,Florencia,Abeles,3561278414377702,3558971395424015
1067,Anissa,Skaif,3560431016609540,3563915987540517
1068,Thorin,Moncarr,4508594078535854,560223278545097715
1069,Ulysses,Markussen,4870317072710111,3572443168197808
1070,Marti,Nunan,3546275178176932,201627500620585
1071,Nanny,Daniello,3569795303642138,5516193205566382
1072,Adelind,Lightbourn,3569059175836058,3531165098244943
1073,Mick,Dumke,633333188178747456,5010124008209897
1074,Doralynn,Tayloe,5610465432766562,4175004414250228
1075,Denni,Romanini,6331108377552340859,3575322824482902
1076,Bruce,Kurton,6333794562886433422,3538233424905216
1077,Patrica,Van de Castele,3569331515774285,3549028459539840
1078,Delly,Chretien,3569184193480216,5610187306652336
1079,Nathalie,Rabbatts,3574776104015941,3567340101676004
1080,Pierette,Whittam,3584005188828831,6767527254018460
1081,Kyle,Chad,5002357920575991,3576811068511342
1082,Alfredo,Guiducci,491120932878509447,6371259201446374
1083,Piggy,Kubal,3542303811806709,3584051965411318
1084,Morie,Scole,30458050021173,3560874507780256
1085,Emmy,Burgen,372301566383230,3573861723629495
1086,Merridie,Tremeer,3531370333873247,3534936209437890
1087,Gena,Hanwright,3565595096954235,5602238695036415
1088,Vic,Hawking,3567683843438153,374288972904030
1089,Marcella,Gager,3578360105698520,201773798568852
1090,Timotheus,Arpin,3546997687736951,3540873380443029
1091,Lyndsey,Lelande,5610029984521898,201586415496665
1092,Thayne,Ellerbeck,3548757883972570,3575562583924194
1093,Carole,Marples,5002354762394797,374288011285219
1094,Margarete,Asch,3565621112339647,30348615147946
1095,Wilfred,Janek,677160186963963077,5602240141194111
1096,Fin,Straine,3544754147575293,3572275188182406
1097,Samuel,Quince,3576366754497074,5505643151515067
1098,Fredia,Veale,3544338547289406,3567037840782040
1099,Valentino,Hultberg,5893279267025071194,5100138429458918
1100,Georgianne,Lewsey,4405605299206929,564182464717811510
1101,Cathrin,Maypowder,201907444762721,4405369504682016
1102,Adolpho,Glaves,3535936371644363,4917855079313988
1103,Anabel,Corselles,3529844337634403,3537377999969825
1104,Antonie,Mawhinney,3536808814234970,4911009944460832
1105,Andras,Hayhurst,3545338067415745,6767482300847977
1106,Rickard,Alessandrucci,3571018039939405,3542836936806070
1107,Mackenzie,Talboy,3576149816633351,3580103915395341
1108,Poul,Poser,5002351159291719,6759255033710872
1109,Quintana,Vassie,6709376265604383187,564182389655863704
1110,Shannon,Murrigans,3569090537570382,5254190742001226
1111,Sylvia,Wotton,6399978173413306,3554635187911687
1112,Candie,Barhams,3538582199012214,3564167023632002
1113,Selie,Dearn,3570096199729817,677194085714297696
1114,Joyan,Castillo,5100170305303942,56022303033826011
1115,Say,Weavers,3574850371099027,675964681374232577
1116,Vanny,Wallace,5100171320776864,4026292933128279
1117,Humberto,Louthe,5100139763518861,30291628118662
1118,Abbie,Howgill,5002355242443419,3548207285262162
1119,Cecilio,Anthiftle,3542120927977624,3549186414272350
1120,Gabriel,Tunbridge,3566690709911018,3537876867107590
1121,Marleen,Bolgar,201700079929628,3544563236533034
1122,Franky,Havercroft,0604130810943618,5610597456110572
1123,Weidar,Tern,3580632128799246,30558978666221
1124,Bird,Whoolehan,30292415472924,3545447420609579
1125,Danice,Temperley,201885919702259,5602243436493297
1126,Kellsie,Billam,3577243029381004,0604353163543599318
1127,Warren,Yockney,30232599116996,3540690207612895
1128,Ferdinanda,Scoble,4026200146950967,36507717688404
1129,Vincenz,Mudie,5602212158847345,3543711588809814
1130,Dodie,Barter,5602258087307521,4041371333533642
1131,Athena,Mudd,3584185294161697,63048714002287124
1132,Alvera,Rodger,374283177831179,3541031231121802
1133,Tammara,Stucke,4017956835268,3529023371368661
1134,Cacilie,Escolme,4911984010661311723,3539981827173571
1135,Brnaby,Gloves,5477476050874002,3566876700255733
1136,Ev,Roth,3580850685639825,4405874740162566
1137,Lotty,Simpole,3568460257499065,3568686501821387
1138,Joellen,Vasyagin,4041597838065108,3573839662472259
1139,Estevan,Callinan,201421967886602,3570045175667046
1140,Silvie,Dobbinson,201403887582768,56022385987315513
1141,Horacio,Craister,5591434430908967,676706769978698334
1142,Silvano,McVane,374288830355086,3532200333398318
1143,Arlyn,Weddup,201969983066187,4508096433855050
1144,Evania,Badam,5020403897162468,5610857997801471
1145,Athena,Alsford,6771237189931775692,6331109520110021359
1146,Tommie,Ivan,3529769542992108,6759370841986639080
1147,Rubin,Napper,3543534775495878,6767141819377856
1148,Estella,Brusin,374288418901376,3536229578814701
1149,Vivyan,Wardley,3586406951857155,3547687352659617
1150,April,Crackel,201728290642647,375985811874675
1151,Chandler,Stefanovic,3580265481434935,201567652928461
1152,Sunny,Stennard,561039486414229812,6304261946967259381
1153,Beryle,Benkin,3584363222289779,3541993673879603
1154,Joya,Ridolfo,564182289275225542,67066442408669657
1155,Thacher,Smithe,201455955599744,3543014075534791
1156,Fred,Fairbairn,3534826978830674,3581408624107955
1157,Shaw,Jesson,3548388843724891,4041378054886
1158,Millie,Edel,374283922543509,30492601759536
1159,Dagny,Emsley,3553010580000002,3580324590512113
1160,Virgina,Atty,3539648892878364,3564793252136751
1161,Edd,Welford,3539187653731447,5602217080587034
1162,Marianne,Klauer,3542579126435454,50186058561231662
1163,Reinald,MacDwyer,3555111798575468,5602243244170103
1164,Arlinda,Forrestall,3540203634096300,3587694883837648
1165,Garrik,Edinburgh,201486388514695,5343709984180589
1166,Daphene,Bridgman,5893617031135236936,3585278236319934
1167,Nathanil,Ellcock,50181118606321152,3543232528555318
1168,Sven,Llewelly,374283639714963,4175008423019052
1169,Joly,Dearman,5038782070701592,201633344814830
1170,Abbott,Detoile,6304581593077461425,3535462378030456
1171,Giovanni,Petrovsky,3558623595205591,3567404097844610
1172,Storm,Meenehan,6759312773673867,3578975900296111
1173,Netty,Struss,5610291475220976727,67064771448781854
1174,Christy,Bradberry,490341585173757536,56022324018121590
1175,Margaux,Casone,3531750889181907,3548308186677613
1176,Cyndia,Rapi,30420357156623,3562161788155921
1177,Brion,Barensky,201904278431523,6709383628618317
1178,Tabatha,Cowitz,4175001567271753,3561634895571223
1179,Alana,Wiltsher,30343208183556,370080949833986
1180,Monro,Durrand,5582962146656364,5018032221058912
1181,Andrea,Waeland,4508454084731940,3547675386122918
1182,Gideon,Eshmade,3550874382337729,201442388091887
1183,Claudina,Aspel,4911219073202685333,630405574566678230
1184,Eugenie,Twizell,3550923430704164,501823536183646533
1185,Lily,Backes,63042465559029148,5602236378819776
1186,Saree,Baukham,3576644222317953,4041593916184614
1187,Gerrard,Antoni,3574327202250640,4405449667965695
1188,Ros,Matyushkin,337941597177525,3531501880363501
1189,Hanny,Pelman,3586085910189932,501885438536338782
1190,Sandy,Campione,5610119354514753,3535387207236232
1191,Monti,Offill,3589017022776501,4041597977386265
1192,Martainn,Balducci,371533587386864,4026468614209501
1193,Dayle,Harrema,5610172316324324,30261269260156
1194,Chrystel,Brixey,3540729089595958,4405332286524798
1195,Debbi,Fowley,4041595900408,3574829772379717
1196,Amaleta,Quoit,3543126375551216,3571359137360700
1197,Juliette,Carlisso,3561885149074113,3532061588968316
1198,Jacqui,Warrior,5010121891725740,3558984985747521
1199,Margaret,McDiarmid,3539589914294828,6759210056271424510
1200,Prudy,De Banke,4017955831516,3555553165158586
1201,Ulysses,Straniero,4175009458303163,4936932332291248707
1202,Eloise,Brehaut,3534876254127865,5007666737283192
1203,Kandace,Kaley,5602249998766035327,4903359377844196
1204,Maria,Birk,3529951749502126,340251997496094
1205,Odessa,Kleinmann,490370452348714849,5602234209497623
1206,Stearne,Wornham,3541164326889742,3561501296651260
1207,Joelie,De Courtney,4911620744789053,201784554803359
1208,Renell,Drinkale,5602237334665493,3545823586166754
1209,Nicoline,Dahlman,3564638635049553,3589287363294766
1210,Sherman,Henkens,3572158465067088,4936371163374149
1211,Olive,McConnachie,6771301990003879,4175005300038767
1212,Vin,Reader,6709838231783648842,3571068033492893
1213,Steffane,Rustan,3570376934554757,3585057143842828
1214,Eda,Pantry,379399496897058,30363273311437
1215,Abran,Lacknor,3551795872117454,3536721957838814
1216,Pauletta,Warriner,3567482043659290,3537039681003996
1217,Staford,Muddimer,5100175690243314,4405480827028025
1218,Dav,Sennett,5602216125497621,374283003089901
1219,Filmore,Kivlehan,3576173029414037,3548069911975983
1220,Gusta,Dooney,3562931408114213,6763331493513381149
1221,Beverie,Heamus,201913735276116,5415132185975314
1222,Jard,Farlambe,201872972140502,3583529461336767
1223,Trueman,Dosedale,5602250651551869212,3536988704711921
1224,Fields,Wardington,3551956252360011,676318086158180912
1225,Barrett,Pierrepont,3558002275028633,633110223368394139
1226,Cody,Jonathon,564182244983748426,3545979720817296
1227,Eward,Casbolt,4903843020388446,5007669184263030
1228,Vera,Jaumet,3543706016984528,3531172981288607
1229,Odelinda,Graham,3569533638271087,3561220771851291
1230,Kalila,Tuma,5431084994071423,3549197880002361
1231,Lonee,Paffett,5010123485860438,3572042244255844
1232,Delphine,Crocetti,4844201045703036,375487962608184
1233,Morganne,Bengtsen,3538547445794360,3538973167077133
1234,Dosi,McConnel,3558087652173102,5610776091970927
1235,Geoff,Iredale,5100145465481548,4026645569340445
1236,Kore,Tarrant,5048379289624208,3556931951003662
1237,Whit,Artinstall,337941731913272,560221391390028305
1238,Sim,Danilovich,3560335811611173,3540684722358621
1239,Nikolia,Treherne,3551389001631898,6334921814786906351
1240,Adriaens,Gagie,30233180265648,3529059434654952
1241,Rozelle,Fried,3580770064339179,6767846239464171
1242,Hedda,Oliff,67593333731375439,5007665913658565
1243,Parnell,Turtle,3587830314454351,3554721563608392
1244,Giusto,Radley,342319593657712,375918315812669
1245,Ira,Pummell,30039603008634,3583712542989511
1246,Nessi,Lampert,56022577105625118,3570259538469285
1247,Dore,Origan,5010120065865423,3569836728732938
1248,Ines,Langan,3558486553926222,3554485064454439
1249,Anna-diane,Shivlin,5580446896016674,5002352167788076
1250,Sophi,Ozelton,3571901792262802,5602224727980861
1251,Ware,de Mendoza,3564981546761530,201500747652929
1252,Jarrid,Mapstone,675999615502936849,5100140512101785
1253,Suellen,Grinstead,3553909212462680,3554028349121389
1254,Corbet,Borleace,5010123855096829,3580067069228741
1255,Gwenny,Geater,201462673462254,5530064275919656
1256,Zach,Brinklow,3538819451551855,30361781151907
1257,Lonnie,Oldcote,4026551364747034,4175004226391160
1258,Renae,Ehlerding,3540314253960971,5602236837202417589
1259,Manon,Vasilechko,3545262389880875,5602252760776425
1260,Alexandre,Boldt,6387897539695758,3549998993506739
1261,Geri,Larret,6762587523579575383,6377850040484842
1262,Jeramey,Leborgne,30357146582380,3579209509509180
1263,Stavro,Jost,3558958747644739,3537039171413291
1264,Allistir,Hacquard,3544837561376064,5103720646274405
1265,Annmarie,Brik,3561738126872431,5602225122509965
1266,Terrence,Blanning,6767074934402806,3546195869355589
1267,Ciro,Gallaher,5323232772235725,5007663531770557
1268,Jammie,Simioni,5108752213952670,6373310139848831
1269,Melanie,Matokhnin,30221101327266,3575394332075734
1270,Amos,Marten,201598637643859,3564150650785004
1271,Sutton,Gallyhaock,201673226165455,4175000618720388
1272,Hugo,Murricanes,5020605515351246,675951473428949702
1273,Fawnia,Bairnsfather,3580051467445313,3543364003475215
1274,Immanuel,Cayton,344559620176826,3533808861946214
1275,Mayor,Livezley,3543989634128435,201779309930291
1276,Lucho,Twelve,6706320626266718,6759768676077805
1277,Kelsi,Walkey,6706722730668558,3587470436541379
1278,Giusto,Le Page,3535794082198116,5274585850280718
1279,Jenna,Duker,3548372946998958,3576706466919339
1280,Chevy,Dominka,3550676165722872,5602214228071468
1281,Hestia,Martyntsev,3575577323835906,3551202971833594
1282,Isidor,Heinecke,6377604532710697,3578736522146773
1283,Mohandas,Roston,3545998790575972,345594487963981
1284,Madelaine,Grier,3537918598888997,564182876630794806
1285,Abie,Lineker,374288623957429,3532398451283617
1286,Betsey,Pelzer,3535626876379439,3573546689887043
1287,Munmro,Ioannou,5100177467816850,4913887148700717
1288,Cleopatra,Gowanson,3538018869817756,4175002037707988
1289,Brianne,MacAlaster,630447140441174918,3562498415508175
1290,Ashlan,Trassler,3539579718891424,5602241126246084016
1291,Bernice,Trimby,3543966508166931,3529299115694626
1292,Cornelia,Lucus,6706324371323260,4405421211971651
1293,Wynn,Hammelberg,3530403852382497,4917755151096644
1294,Hale,Devonside,3569430903622245,3565455941144997
1295,Binny,Melburg,5433780904687277,3567223891163203
1296,Jillayne,Galle,3569284479647932,6331102640330024
1297,Bealle,Beswetherick,3563481351778597,4175001646265636
1298,Gerome,Kynforth,347142071443131,3584639209913832
1299,Nita,Scartifield,6761259449541670335,5590059322133720
1300,Nikki,Raoult,3587674863136609,30345611139232
1301,Blithe,Izard,3549719580861703,67631839102528939
1302,Boyce,Lavallie,4175003319481193,3546662641940558
1303,Bud,Biasotti,340301459205218,67092555168599174
1304,Leonie,McCue,3528983026675912,4936490472895463874
1305,Nissa,Deluze,5359334182548965,3569599599580378
1306,Maegan,Stickens,5038878149975165,3568686457156762
1307,Bathsheba,Lightbody,4041597141334720,3582542447037616
1308,Rhea,McKeown,3580954370796427,4913375470462734
1309,Leanora,Turmall,3585147934355542,3558775594349992
1310,Hilly,Matherson,3554534400062123,490523980921145219
1311,Tildi,Peer,5048378094183046,4017950084009702
1312,Timmi,Kordas,560224307373784968,372301145475069
1313,Edythe,Strongman,3573064338782417,30542086637225
1314,Laurens,Decent,372301680053180,6374475477655483
1315,Delano,Schoenfisch,3559640559938230,201875756672483
1316,Zeb,Capponer,201725813722211,343762016820376
1317,Morena,Kinahan,3564435237263520,30453255361318
1318,Howard,Badrick,4917841045322519,5610769013835500
1319,Kenny,Latter,5610624274852621,3582283709867420
1320,Fernande,Marjanski,6709511307134913,3536227231162492
1321,Giorgi,Harrowell,374288434467444,6381326787337109
1322,Guss,MacCambridge,4936903411675188492,3545278597330859
1323,Nerti,Le Maitre,5048373074773593,676763305149790526
1324,Tawnya,Druce,3538491824085647,5100138046722811
1325,Josephina,Pernell,5602237442357348,5161103269488165
1326,Hendrik,Jowitt,3536013864020367,6771131137318934
1327,Flynn,Robion,3581147159765791,5602253194000184
1328,Jarrad,Manwaring,3553559651473647,3576863436650864
1329,Fania,Riolfo,5002351299342117,3582928620216863
1330,Correy,Attow,3585199637732972,3538807199340764
1331,Kristofor,Minker,5574721392675571,201805087788666
1332,Karina,Risbie,5610323538344174,67718740851630908
1333,Ev,Saltsberger,3585465912860113,3537304639725565
1334,Holden,Grasha,3554010710916845,3559365677363224
1335,Donal,Stearns,50188326937243853,3586972736207537
1336,Court,Jepperson,5602256653091461,5602210544677681
1337,Wilone,Glison,5100131938184208,3551321181745883
1338,Boothe,Ewart,3580938208962848,3588593055451130
1339,Waverly,Quittonden,3553430591434778,5448708753632733
1340,Derron,Ewart,6372953000656329,201443498299493
1341,Cam,De Maine,3563542151815606,3531404477068635
1342,Diane,Scraggs,3584100924483692,3571427358557419
1343,Windy,Doohey,3589912152356829,3531078180972059
1344,Morten,Lidgey,3552441228542496,5038935323178840
1345,Justin,Stainbridge,3585056376769369,3547220724383839
1346,Jerrine,Magner,5602226661241473,3548804496990969
1347,Reine,Pollastro,676349846946130815,30171530550139
1348,Chelsie,Ratazzi,5602236376305588,3589271513877852
1349,Riva,Grono,5437101995617436,5471244007513685
1350,Lida,Pullan,3554219305829988,3571095261320132
1351,Herbie,Chieze,3571834782713130,6394216466847756
1352,Deni,Westell,201679107308007,343750112367244
1353,Bar,Filipov,3541836936908695,5048377755850828
1354,Beilul,Wallbank,3529711216168102,5100179435775945
1355,Horten,Honeywood,3544613151326615,6304065599268703553
1356,Davon,Downer,5602239129847435,5641828597554825522
1357,Morgan,Ivashechkin,5442617597051529,63049488555300191
1358,Hilde,Downing,3551092926560701,3530420501408150
1359,Peirce,Marvin,3561113849395559,5002355282044283
1360,Blinny,Linch,3568581515794425,5544236622945741
1361,Merrile,Cady,3570382999233766,3529583214780059
1362,Berke,Edwin,3531917893127560,6372730265547066
1363,Tara,McCarly,3571698445749959,3538632460669372
1364,Colly,Yeats,503898184202383998,3534484779200174
1365,Bianca,Zavattari,3563413437787417,3535820276364436
1366,Emile,Lowndes,56022568685070189,3570810677835197
1367,Ferdinande,Bolens,3587914513637469,3556646423588948
1368,Fifine,Cornfield,3556573146823370,5507848597658532
1369,Barde,Tollady,30011682000725,560221662104442200
1370,Ephrem,Dood,3574793688480995,6771041605140944130
1371,Lemmie,Breckenridge,5602216584224003,5602222815663415
1372,Magdalene,Ovendale,4911941857163604142,201454384651358
1373,Sinclair,Lawrie,4844465155704734,3541124834042630
1374,Ashleigh,Pauls,4026619895306537,3536658195621513
1375,Beatrix,MacCafferky,5447211067407786,3539008838403654
1376,Rodina,Reddecliffe,5400839093472872,3574185705544301
1377,Cece,Pfertner,3589732539450412,30084952250312
1378,Alexine,Cogdell,5398976449821040,3548237080734354
1379,Moreen,Crannach,5602234087768608,3568606770990564
1380,Moise,Greendale,3539330227643041,3556463111142271
1381,Gale,Knightsbridge,5610870797764200894,676799463379852991
1382,Danyelle,Quakley,6759954206217562,3558721374038637
1383,Sheree,Gilyott,201890215214504,3534087167323233
1384,Patrizius,Calverd,3554077032134118,3571425296306691
1385,Olympe,Rozanski,6374355803889792,3535140376260446
1386,Devin,Beake,4905015970590176,30093458406062
1387,Erina,Spera,3534601587220421,3565103237176949
1388,Jackson,O'Gorman,3573177388527787,3532929641933412
1389,Cathrin,Ladewig,5602214997013337,3568510199371978
1390,Elly,Kopec,5007665048960340,3587141887181854
1391,Lefty,Haggart,3587599903812432,3585470684942222
1392,Leda,Buckler,3589562712543950,3569446243112168
1393,Fidelia,Swiffen,560222344749006703,6771819346237040
1394,Cullie,Wreak,3557283691708922,3539602091332228
1395,Donall,Mulbry,3537919970352156,3588408300954285
1396,Eustacia,Lorand,3587670363914271,5602215815401794
1397,Fred,Sallan,670624363705746749,6384791612118858
1398,Corabelle,Bowdrey,3572796613630404,4508888644662535
1399,Beilul,Drennan,3543239522510595,560224080662612980
1400,Jayme,Anthoine,349420562138958,5602227426034369
1401,Jo-ann,Quesne,3528914243013207,3556272611727964
1402,Damara,Sterzaker,3570896090087268,346983195716998
1403,Clare,Manhood,3569146035739505,201871959823122
1404,Jeremiah,Warbrick,5434751955638476,3563797470326327
1405,Ketti,Fansy,6762394672673631,3543516074024780
1406,Karon,Cordoba,5020411357891773,501806947847168379
1407,Saul,Roubay,201717586810364,3536249398061002
1408,Susanna,Vail,4175003692684306,490392200801488136
1409,Tamqrah,Jahns,3558718490168645,6304118420897615596
1410,Kellia,Carslaw,5602250748467968,337941353161655
1411,Orrin,Scales,3582782686944474,3557208030308753
1412,Olympe,McCurdy,3581062458979649,4026364084112756
1413,Rick,Mushawe,5018651643005877143,3559736179607005
1414,Rahal,O'Longain,3553767733521594,3538620028534931
1415,Marlin,Bretton,3543444081937698,3541289709985625
1416,Travers,Drinkall,3531757373814794,4041597395698
1417,Kimble,Crow,5610835168770634,3542428603671076
1418,Broddy,Gilsthorpe,30526499507471,5602243722771398
1419,Zaria,Bartelli,3572668022367656,3568191384626268
1420,Cleve,Vasic,3552271002144551,3571523633034974
1421,Loree,Poxson,3580309566124555,372301709915963
1422,Dell,Marney,4026927492029430,5450757907183858
1423,Douglass,Freezor,5602255989102577859,490518784856348567
1424,Scot,Bunclark,564182992044421538,5602259670884280
1425,Christian,Ramalhete,3569018029111928,3581186304086620
1426,Meggi,Jeggo,3580591154182729,561057772870436273
1427,Raleigh,Pays,201867428376692,6334581685525978153
1428,Sonnie,Peltz,4041379643422,3574673395663374
1429,Valaree,Hryskiewicz,6304984326551324766,4405951769938546
1430,Jose,O'Crevan,3568108354387879,201640449211291
1431,Carmen,Coveny,3576337792330619,4508927726381182
1432,Kerby,Dunniom,3531053569908339,6762151856344468377
1433,Juanita,Stoffer,676751567600681718,63047057186353424
1434,Mariette,Costin,3555587300078598,3581638236709935
1435,Errol,Gibling,3543316283425146,3587543196904449
1436,Colet,Ionnisian,5002353629455569,5127057846013453
1437,Fabio,Chrichton,6759270402120363,374283642398127
1438,Solly,Sidebotham,201462656785267,3580114238818265
1439,Layton,Ferrier,3528797501778789,56022547241486741
1440,Jermaine,Grimsdale,6334843907098831,4041599709821
1441,Claudelle,Corro,3566057855887980,5893807404920933
1442,Elfrida,Pichmann,5100172608796160,3582448694472433
1443,Pacorro,Ferriday,502088600931066333,3552454210800137
1444,Caleb,Cammis,201720929082717,6331109750688736365
1445,Katheryn,Huke,3576724297651930,5602254710340062
1446,Cale,Beves,5582274127960231,5100130150677907
1447,Lyndsie,Lindman,67094031357166066,3553240860010062
1448,Nikos,Boswood,4041372686702495,201921063534642
1449,Angeline,Bricksey,3540445420988170,6763375444706647538
1450,Abdel,Peyro,30542847406951,3529753517848602
1451,Ted,Denecamp,3546074268097649,3545065263435181
1452,Cahra,Mc-Kerley,6396138186674765,374283279373450
1453,Elnore,Davley,3584814138020732,3559355010383252
1454,Emilia,Phippard,36388768421627,4026684288024238
1455,Adina,Kennea,3559727237419137,5002358751085860
1456,Pincas,Charopen,3588119104849254,3539567577955463
1457,Sabrina,Klass,3572841041519033,5259848270208761
1458,Raquel,Whyborn,5602236028073618,374283549498319
1459,Shaw,Faithorn,3587354347384113,30484039701081
1460,Huntington,Eake,201505130689990,3532862082316419
1461,Corrie,Boyn,5893910360972912,201681453134367
1462,Bria,Robart,201631115965773,5038998693427536
1463,Larry,Jancey,5401462556900591,3556798348882177
1464,Esmaria,Bollam,3545080525971865,30141294026386
1465,Alastair,Moulder,4905479358944746,4844217575664745
1466,Gerrard,Burchett,6706290546217016689,3529705958812901
1467,Nanci,Fosse,201951822929890,5100140275961185
1468,Timmi,Canas,3542126129247260,4905793069826699
1469,Wilhelmine,Bartomeu,4905952247073405368,3540497161741052
1470,James,Bruckman,503828675266563560,5437751889695581
1471,Donall,O'Sharry,3574483550715062,3542291560728978
1472,Celia,Gaudon,50186651758786165,06049089527741386
1473,Rance,Brecknell,3555699467696136,50183290460865968
1474,Colver,Von Salzberg,6762068911064840,3536544432077000
1475,Celka,Kaiser,3579401796858699,3553355050615106
1476,Steven,Jeeves,3569442014176656,5610448850894660
1477,Marleen,Carloni,3530904719121747,4936540131475390
1478,Roby,Brooksbie,201753621664607,201479854439422
1479,Jordon,Paoletto,4917284449878184,564182385743615551
1480,Gianna,Balch,201750362599992,30214315129131
1481,Mallory,Blundin,30085603281135,493615328986216587
1482,Padgett,Brewett,3529268291764412,4913171564896188
1483,Currie,Preshaw,30368248322054,3578311743866631
1484,Carree,Schall,3574099978518910,0604843648737479
1485,Elga,Sawart,676340483568938660,6762737730558494804
1486,Ario,Vernon,5435425501512753,3585486888508080
1487,Henrik,Asif,4936321283134097,5578400565299271
1488,Inga,Mapledoore,5641823146439632,502030339165074775
1489,Mikel,Smaling,3588757457511128,372301585114533
1490,Selig,Ardley,3582055900665823,5020052994668917
1491,Lesley,Gilbeart,30226228482480,5560768738176497
1492,Daron,Cristea,3564225344931980,3536239945202472
1493,Chrystal,Bonicelli,6333027047346273,3571178461375971
1494,Bambi,Ruggieri,4844873170652376,374622539143031
1495,Cullen,Grog,3570841382955145,6759901429928387212
1496,Robinetta,Bennion,5602217794224882,30550915522633
1497,Cointon,Betty,3546578171232309,30173088113823
1498,Abbie,Abramski,3588036612660009,5007662304905424
1499,Curran,Filer,5544835089227632,4041379727923527
1500,Callie,Benninger,3582944374593704,4017954517280
1501,Eydie,Osbourn,5100130584456720,3539995587031795
1502,Vale,Rosenblad,3544208154526392,337941018311679
1503,Ola,Evered,4844365181283325,3560415119505747
1504,Electra,Burds,3541762730446809,5602232501635924
1505,Giacomo,Birkbeck,3567232070519382,201818392061711
1506,Vanny,Fordy,5002351415289143,5100132129379896
1507,Bonnie,Philippson,4017952024131,3543105671645914
1508,Patti,Daltry,6331105792606901147,4322904451841460
1509,Trev,McGinly,5100130623566521,3583609605569083
1510,Hedy,Bortolussi,3589551527561810,3572832344578529
1511,Constantino,Standbrook,5602246663765915,3563757786135630
1512,Marlo,Gogerty,5018283024607930,5478834528913357
1513,Ryon,McEnteggart,5893473725026528,6398895924655194
1514,Orsola,Biagioni,4913524172069277,30443085328652
1515,Myca,McQuorkell,3536018300753406,30396418357808
1516,Mariette,Tabourel,5602228462113976,5602210783033562
